"","id_bu","id_bu_encuesta","encuesta","encuesta_a","encuesta_m","pond","secu","estrato","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","bienestar_2","bienestar_7_a","bienestar_7_d","bienestar_7_f","bienestar_7_g","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_co","eval_act_pol_1_hc","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_gu","eval_act_pol_1_dv","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_hb","eval_act_pol_1_fw","confianza_6_a","confianza_6_b","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pobreza_62","democracia_19","religion_63","religion_81_b","religion_81_a","mtf_66","mtf_53","mtf_45_d","mtf_45_h","mtf_45_k","religion_14","religion_15_b","religion_15_c","religion_15_d","religion_15_e","religion_15_f","religion_64","religion_82","religion_2","religion_91","religion_86","religion_88_a","religion_88_b","religion_88_c","religion_89","confianza_16_a","confianza_16_b","confianza_16_c","confianza_16_d","confianza_16_e","confianza_16_f","confianza_16_g","confianza_16_h","religion_31_a","religion_31_b","religion_31_c","religion_32_b","religion_33_a","religion_33_b","religion_90_a","religion_90_b","religion_90_c","religion_90_d","religion_71_a","religion_71_b","religion_72_b","religion_67","religion_39_g","religion_39_c","religion_39_d","religion_59_b","religion_59_c","religion_59_e","religion_37_a","religion_37_b","religion_37_c","religion_37_d","religion_37_g","religion_37_e","religion_75_d","religion_75_e","interes_pol_1_b","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","municipio_17_a","municipio_17_b","municipio_17_c","elec_muni_17","elec_muni_14_d","estallido_5","estallido_17","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_8","mtf_60","estado_civil_g","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b"
"340","340-92",340,92,2024,8,1.10329011,92288,13,8,2,3,10,9,1,2,3,1,4,5,4,-7,2,4,4,2,2,10,2,6,6,3,4,6,6,2,6,6,6,6,6,6,3,3,3,6,6,6,6,4,1,-8,4,4,4,3,3,4,-8,1,3,3,3,4,-8,3,-8,4,3,3,10,10,-8,2,2,3,4,2,5,2,3,4,4,4,4,4,1,2,1,1,1,7,1,5,1,3,3,3,3,2,4,1,3,2,2,2,-89,4,4,10,5,5,1,2,2,-8,4,1,1,4,1,1,1,1,1,1,1,-89,4,1,1,5,15,15,1,-9,NA,6,9,2,3,3,-8,-8,2,74,1,2,NA,1,2,1,2,1,1,NA,7,5
"341","341-92",341,92,2024,8,0.41099105,92289,13,8,2,4,3,10,1,3,2,3,4,-7,4,-7,3,4,4,2,1,-9,4,6,4,4,4,6,4,4,6,6,6,6,3,6,6,4,4,6,6,6,6,4,1,3,4,4,4,4,2,-8,2,1,3,3,2,2,4,2,3,3,3,1,-8,10,1,2,2,3,2,2,2,-8,1,1,1,1,1,1,3,2,1,1,1,1,5,7,1,3,3,4,4,1,4,1,4,2,4,2,2,4,2,10,5,10,1,2,2,2,4,4,2,4,2,2,2,1,2,2,2,4,1,2,4,5,15,15,1,-8,NA,8,7,2,4,3,5,5,1,94,1,2,NA,1,8,7,2,2,1,NA,7,2
"342","342-92",342,92,2024,8,0.40708401,92288,13,8,2,3,5,13,17,3,1,8,2,-7,-7,-7,3,2,4,2,3,-9,3,6,3,6,3,6,6,3,6,6,6,6,6,6,2,2,6,6,6,6,6,3,2,2,3,3,-8,3,2,3,3,2,3,3,3,3,3,2,2,3,3,1,6,5,5,2,2,1,-7,2,3,3,2,1,3,1,2,1,2,9,8,3,4,3,2,1,9,4,4,4,4,3,4,3,3,1,2,2,4,2,2,5,5,5,5,2,4,4,4,1,3,4,2,2,2,4,3,4,2,4,4,2,2,5,15,15,2,NA,-8,2,4,3,3,3,1,3,2,23,1,2,NA,2,NA,8,1,5,2,2,4,5
"343","343-92",343,92,2024,8,0.38149613,92233,20,13,1,4,3,11,16,3,2,8,5,3,3,-7,3,3,4,2,2,-9,2,6,2,3,2,3,6,3,6,6,6,6,2,5,3,4,4,6,6,6,6,3,1,2,-8,4,4,2,-8,2,-8,2,4,3,2,2,1,2,1,3,4,3,8,10,-8,1,1,2,-7,1,-8,2,2,1,1,1,4,4,1,1,8,3,3,1,5,3,1,3,-8,4,-8,-8,3,-8,2,2,4,5,2,2,1,-8,10,10,-8,2,4,5,4,2,2,2,2,2,2,-89,1,1,-89,-89,1,-9,2,-9,-9,-9,-9,NA,-9,-9,NA,NA,-9,-9,-9,-9,2,77,-9,-9,NA,-9,NA,7,-9,-9,-9,-9,-9,-9
"344","344-92",344,92,2024,8,0.87485704,92232,20,13,1,3,3,5,10,3,1,10,4,4,4,4,4,3,3,1,1,2,4,3,4,4,4,4,3,3,2,3,6,6,2,2,1,3,3,4,3,4,2,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,1,3,10,1,2,2,2,4,2,2,2,2,2,2,3,2,1,2,10,8,3,4,1,5,8,1,4,4,4,4,4,4,4,3,2,2,2,2,2,1,5,5,5,10,2,2,4,1,4,4,3,2,3,2,4,4,4,4,3,3,4,3,2,9,NA,1,1,NA,3,2,5,3,1,3,3,1,62,1,2,NA,1,2,2,2,4,1,NA,1,5
"345","345-92",345,92,2024,8,0.38491436,92232,20,13,1,2,3,17,14,1,3,10,3,2,5,5,3,3,5,3,2,7,1,5,1,1,1,1,3,1,6,6,3,6,1,5,3,5,4,6,5,6,5,4,4,3,4,4,3,3,2,4,3,2,4,4,3,3,4,4,3,4,4,1,10,10,10,3,2,2,1,1,1,1,3,4,4,4,2,4,2,9,7,3,3,2,3,1,1,3,4,4,4,4,3,4,4,1,1,5,3,1,1,0,1,1,5,1,2,3,2,4,4,5,4,2,2,1,2,4,2,2,2,2,3,3,10,NA,1,1,NA,2,8,10,3,3,5,5,2,44,1,2,NA,1,2,8,2,8,1,NA,1,7
"346","346-92",346,92,2024,8,1.28796203,92232,20,13,1,3,16,9,2,4,2,7,3,4,-7,4,3,2,4,2,1,3,4,6,4,4,5,3,2,5,6,6,3,6,6,1,1,2,4,6,2,4,1,4,4,3,3,2,3,4,2,4,2,3,2,2,3,2,1,3,2,3,4,1,7,6,1,4,3,2,-7,4,1,1,3,3,4,4,4,4,1,10,7,2,3,1,6,4,1,2,4,3,2,3,1,3,2,1,1,2,5,3,3,5,7,6,7,4,4,5,1,1,5,1,2,2,2,4,4,4,4,3,2,4,3,2,9,NA,1,1,NA,10,6,5,2,1,1,2,1,34,1,2,NA,2,NA,8,2,10,1,NA,1,7
"347","347-92",347,92,2024,8,1.93575113,92233,20,13,1,2,3,2,8,2,2,10,5,5,5,5,3,3,5,2,3,5,2,6,2,2,1,3,3,5,6,1,6,6,6,4,2,3,4,6,3,6,-8,2,2,1,4,4,-8,4,-8,2,4,1,3,4,1,3,3,2,3,2,2,3,10,10,10,2,2,2,4,2,4,2,3,2,3,3,1,1,2,1,5,2,2,1,3,5,1,4,3,3,2,3,2,-8,2,2,2,2,2,2,2,5,5,5,-8,2,4,2,4,2,2,4,2,2,2,1,1,2,1,1,1,1,1,5,15,15,1,1,NA,8,10,2,2,3,2,5,1,76,1,2,NA,1,2,7,2,4,1,NA,7,3
"348","348-92",348,92,2024,8,1.61962774,92233,20,13,1,2,9,16,26,4,1,9,5,5,5,5,4,2,3,1,1,2,4,6,4,4,4,5,5,5,6,5,6,2,2,2,1,2,4,3,1,4,1,2,3,3,3,3,4,4,-8,4,3,1,2,3,3,3,4,1,1,1,3,1,6,4,3,5,3,2,2,1,1,2,3,4,4,4,4,4,1,1,5,2,2,1,8,3,1,2,3,2,1,4,2,-8,2,1,1,4,3,4,1,7,8,2,4,1,4,4,4,2,4,5,2,2,2,2,3,3,2,2,2,2,2,1,9,NA,1,1,NA,1,3,2,2,1,1,3,1,35,1,2,NA,1,2,2,2,8,1,NA,1,7
"349","349-92",349,92,2024,8,0.27182254,92233,20,13,1,2,3,7,10,2,3,10,5,5,5,5,3,3,4,3,2,-9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,-8,4,4,-8,3,-9,3,3,4,4,4,3,4,4,3,4,-8,4,3,10,10,10,2,2,3,1,2,2,2,1,1,1,1,1,1,2,9,8,4,4,1,5,3,1,3,4,4,-8,-8,-8,-8,3,4,3,2,3,2,2,-8,9,-8,-9,2,3,4,4,2,1,4,3,3,3,2,4,2,4,2,4,1,2,5,15,15,1,-9,NA,8,2,5,4,-9,2,-9,2,60,1,2,NA,1,2,1,2,3,2,8,1,7
"350","350-92",350,92,2024,8,0.45132528,92030,6,5,1,4,26,7,2,2,3,10,4,5,-7,-7,2,3,4,2,2,-8,2,6,6,3,2,6,6,2,6,6,6,6,6,6,2,6,6,6,6,6,6,3,4,3,4,3,4,3,4,3,3,3,4,4,4,4,3,3,3,4,4,3,7,6,8,3,3,-8,-7,1,4,1,2,2,3,1,2,1,3,1,6,3,2,1,5,3,1,3,4,3,3,3,3,3,3,1,1,4,4,1,2,5,5,5,5,2,4,5,4,1,4,5,2,2,2,2,2,3,1,2,1,2,2,5,15,15,2,NA,5,8,2,9,4,5,5,5,2,58,1,2,NA,2,NA,2,2,3,1,NA,3,5
"351","351-92",351,92,2024,8,1.41558313,92030,6,5,1,3,3,14,6,1,2,9,5,5,5,5,5,3,5,3,2,5,1,6,2,1,2,4,2,2,6,6,4,6,3,3,3,4,4,3,2,6,3,3,2,2,4,-8,3,3,1,2,3,2,4,4,2,3,3,2,1,4,3,1,10,6,10,2,3,2,4,1,3,1,2,3,3,2,3,2,1,1,5,3,2,1,4,3,1,3,3,3,3,3,3,-9,2,1,1,3,3,1,1,5,5,5,5,2,4,3,4,1,4,4,3,1,1,1,2,2,1,4,1,4,2,1,17,NA,1,3,NA,10,8,7,1,2,5,5,1,46,1,2,NA,1,1,1,2,4,1,NA,1,2
"352","352-92",352,92,2024,8,0.3214058,92030,6,5,1,4,3,1,6,2,2,3,3,-7,-7,-7,1,4,4,2,2,-8,2,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,4,4,2,3,2,4,2,2,4,4,3,3,4,2,3,3,4,3,10,-8,4,2,1,2,-7,2,2,2,2,1,1,1,2,1,2,2,2,1,1,5,3,7,1,4,4,4,3,1,2,1,3,2,2,2,2,4,5,10,5,10,2,2,4,4,4,2,2,4,1,1,1,-89,2,2,1,4,3,2,2,5,15,15,2,NA,-8,9,8,5,4,-8,5,5,1,76,1,2,NA,2,NA,5,2,2,1,NA,3,5
"353","353-92",353,92,2024,8,0.61948664,92257,20,13,1,2,5,1,9,2,2,7,3,4,4,4,3,2,4,3,2,-9,2,6,6,6,6,3,3,3,3,4,6,5,3,3,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,10,10,2,2,3,4,2,4,2,2,3,3,4,4,2,2,1,7,1,1,1,3,5,1,3,3,3,3,3,3,3,1,4,4,2,4,4,4,5,5,5,5,5,5,2,4,1,1,4,2,2,2,1,1,1,1,1,1,1,1,4,15,15,1,1,NA,3,9,8,2,1,1,2,2,62,1,-8,NA,1,2,1,2,5,1,NA,2,1
"354","354-92",354,92,2024,8,0.55577792,92257,20,13,1,2,3,7,5,3,2,8,4,5,-7,4,3,2,4,2,2,5,2,3,5,3,3,5,4,3,3,6,6,3,2,3,3,4,3,3,6,5,6,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,5,7,7,3,2,2,-7,1,1,1,2,4,4,4,3,4,2,1,7,2,2,1,2,6,1,3,3,3,2,3,3,3,2,2,3,3,3,2,4,7,7,7,7,1,5,2,4,2,2,5,2,2,2,3,2,3,2,2,2,2,2,3,18,NA,1,2,NA,8,3,2,2,3,1,3,2,20,1,2,NA,2,NA,8,1,5,2,5,4,5
"355","355-92",355,92,2024,8,1.44325611,92257,20,13,1,3,9,2,3,3,2,9,5,4,-7,2,3,2,4,2,2,-9,2,3,2,3,2,2,3,4,4,3,3,2,3,2,4,3,1,3,3,3,3,3,4,1,4,3,3,3,4,3,3,2,3,3,3,4,3,3,2,3,3,2,9,8,8,3,3,2,-7,1,1,1,2,3,3,3,3,3,2,1,7,2,2,1,5,3,1,3,3,3,3,4,3,3,3,3,1,2,4,2,4,5,7,8,5,1,5,2,4,1,2,5,1,1,1,2,1,1,1,2,2,2,2,3,15,15,1,2,NA,4,2,6,2,3,5,3,1,21,1,2,NA,2,NA,8,1,5,2,1,4,5
"356","356-92",356,92,2024,8,0.78109577,92249,20,13,1,3,2,3,5,2,3,4,2,-7,4,4,2,3,5,3,2,5,3,6,2,1,1,4,5,1,6,3,6,6,3,5,5,5,4,6,4,4,2,4,4,1,4,4,3,3,3,4,3,1,3,3,3,4,3,1,3,3,4,1,8,10,8,1,2,2,1,3,1,2,1,3,2,3,1,4,3,9,8,2,1,1,3,7,1,4,4,4,3,4,4,4,4,1,1,2,1,2,1,3,5,5,0,2,4,4,4,1,1,4,3,2,1,1,1,1,2,1,2,2,2,5,18,NA,1,2,NA,5,3,8,3,3,2,4,2,86,1,2,NA,1,3,7,2,6,1,NA,8,2
"357","357-92",357,92,2024,8,0.39054789,92249,20,13,1,3,2,26,17,2,2,5,4,-7,-7,-7,3,3,3,2,3,5,3,6,2,3,4,4,3,5,6,4,2,6,1,1,1,1,3,2,2,6,1,3,3,4,3,4,-9,3,-9,4,4,3,2,3,3,4,4,4,-9,3,3,1,-9,10,10,1,2,3,-7,1,4,5,3,1,1,4,4,4,2,1,8,3,-9,5,4,8,1,3,3,4,4,4,4,-9,4,1,1,-9,4,5,1,3,3,5,10,2,1,5,4,2,3,5,4,4,3,4,1,2,1,4,4,1,4,2,5,NA,1,1,NA,7,2,1,2,-9,3,5,2,80,1,2,NA,2,NA,8,2,4,1,NA,7,2
"358","358-92",358,92,2024,8,3.41470393,92063,8,6,1,4,10,13,3,3,1,9,4,5,5,5,4,2,4,2,2,5,2,6,6,3,6,6,6,3,6,6,6,6,6,6,3,4,4,6,6,6,6,2,4,3,4,4,3,3,3,3,3,2,4,4,2,4,3,2,3,3,3,2,7,10,7,2,2,2,4,2,4,2,3,1,1,1,1,4,2,1,6,2,2,1,5,9,1,3,3,2,2,3,2,2,2,2,4,2,3,2,2,5,5,5,5,4,4,5,4,2,2,4,2,2,2,1,1,4,1,1,1,1,1,4,15,15,1,2,NA,8,5,7,2,3,2,2,1,40,1,1,5,1,3,2,2,4,1,NA,1,5
"359","359-92",359,92,2024,8,1.3182209,92088,12,8,1,1,26,9,5,3,2,8,4,2,4,4,4,3,3,3,3,5,3,4,3,3,3,3,3,3,6,3,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,3,3,10,10,10,3,3,1,2,1,1,1,3,4,3,4,4,4,1,9,8,4,4,1,4,8,9,4,4,4,4,4,4,4,4,1,1,5,1,1,1,5,5,5,5,5,2,5,1,-89,4,1,5,5,5,4,4,4,4,4,4,4,1,5,15,15,1,4,NA,6,9,3,4,4,5,5,1,43,1,2,NA,1,1,6,2,7,1,NA,1,7
"360","360-92",360,92,2024,8,1.16950868,92121,14,9,1,3,1,2,9,2,3,1,4,4,4,-7,2,4,4,3,2,-9,-9,-8,6,-8,6,6,6,-8,6,-8,6,6,6,-8,-8,-8,6,-8,-8,6,6,-9,2,3,-9,-8,-8,3,-8,-8,-9,4,4,4,-8,3,-9,-8,-9,4,4,1,6,10,-9,3,3,2,4,2,3,2,1,4,4,1,3,4,3,2,3,1,1,1,7,3,1,-8,4,4,-8,2,-8,2,-8,2,2,2,3,4,3,5,5,5,5,4,3,2,4,2,2,2,2,2,2,2,2,2,2,3,2,3,3,5,15,15,1,1,NA,1,8,3,3,3,5,4,2,64,1,2,NA,1,3,1,2,2,2,2,7,2
"361","361-92",361,92,2024,8,0.4746028,92120,14,9,1,3,10,5,2,1,2,9,4,-7,5,4,4,2,-9,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,2,4,4,3,3,3,4,4,1,-9,4,2,3,3,2,3,3,4,-9,8,1,6,4,4,4,4,2,4,2,2,3,3,3,3,3,2,1,2,2,1,3,7,1,1,-9,-9,-9,-9,-9,3,-9,3,2,2,2,2,2,4,-9,-9,-9,-9,2,2,2,4,3,3,2,3,2,2,3,3,4,3,3,3,2,3,5,15,15,1,-9,NA,8,5,3,4,3,5,4,1,71,1,2,NA,1,3,1,2,4,1,NA,7,2
"362","362-92",362,92,2024,8,1.15545801,92267,22,14,1,3,3,2,5,3,2,4,1,-7,-7,4,3,2,-9,2,-9,-9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,4,3,-8,4,1,4,4,3,4,4,2,3,-8,2,1,2,3,3,10,10,1,2,2,2,-7,2,3,2,-9,-89,-9,-9,-9,-9,-8,1,4,1,1,5,7,3,1,-9,-9,-9,-9,-9,-9,2,3,2,3,3,4,3,2,5,5,5,5,2,2,3,4,3,3,2,2,2,2,2,2,2,2,3,3,3,3,5,15,15,1,-9,NA,3,5,8,4,3,5,4,1,54,1,2,NA,2,NA,8,2,1,2,1,6,2
"363","363-92",363,92,2024,8,1.09750208,92268,22,14,1,3,3,1,13,4,3,7,4,1,-7,3,3,2,3,1,1,4,3,6,3,3,3,6,6,3,6,6,6,6,6,2,1,2,6,6,6,6,2,3,3,2,3,2,2,4,1,3,3,2,2,3,2,3,2,2,2,2,3,2,10,10,10,2,3,2,-7,2,1,2,3,-89,-9,-9,-9,-9,1,1,8,3,2,2,1,4,1,3,4,4,3,4,3,3,3,2,2,2,2,2,2,5,4,3,5,3,3,4,4,2,2,2,2,2,2,2,3,4,2,2,2,2,3,3,15,15,1,1,NA,1,2,5,3,3,1,3,1,25,1,2,NA,2,NA,8,1,7,2,2,2,2
"364","364-92",364,92,2024,8,0.66058737,92266,22,14,1,3,3,11,16,3,1,6,4,4,5,4,3,2,3,2,1,5,3,6,3,4,2,6,6,4,3,6,6,6,6,4,2,3,6,6,3,6,3,4,3,3,3,4,3,3,2,4,2,2,3,3,3,3,3,2,3,2,4,1,7,8,10,2,2,2,4,2,1,2,3,1,1,4,1,1,2,10,8,4,4,1,3,4,9,4,4,4,4,4,4,4,4,2,2,2,2,2,2,5,4,5,7,2,4,2,4,2,2,2,2,2,2,3,3,3,2,3,3,2,2,4,15,15,1,1,NA,3,7,9,3,3,3,3,2,45,8,2,NA,1,3,1,2,6,1,NA,1,3
"365","365-92",365,92,2024,8,1.53040816,92266,22,14,1,2,3,7,10,3,1,10,5,5,-7,-7,5,2,3,1,1,5,5,6,6,-8,4,6,6,4,6,6,6,6,6,6,2,3,6,6,6,6,6,2,1,1,4,1,2,3,1,4,3,2,1,2,3,1,1,1,3,3,3,2,5,5,5,4,2,2,-7,2,2,2,2,1,-8,4,4,3,3,2,2,1,1,4,7,6,2,3,4,4,3,3,3,1,3,2,4,2,2,2,1,5,5,9,5,2,2,2,4,3,2,3,1,1,1,1,1,2,1,4,3,2,3,4,15,15,1,1,NA,4,11,6,3,3,1,2,2,22,1,2,NA,2,NA,8,1,7,2,8,4,2
"366","366-92",366,92,2024,8,0.23125878,92118,14,9,1,2,3,10,13,1,2,5,2,-7,4,3,2,3,4,2,2,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,4,3,3,3,2,4,3,2,3,3,4,3,3,2,3,3,3,3,1,10,10,5,3,3,4,2,2,2,2,1,4,4,1,2,2,1,8,3,3,1,4,8,1,3,4,4,4,4,4,4,3,1,1,1,1,1,1,5,5,0,5,2,4,2,4,2,3,3,5,2,2,4,2,4,2,2,4,1,2,5,25,NA,1,1,NA,8,7,2,3,3,3,4,2,58,1,2,NA,1,3,1,2,3,1,NA,1,1
"367","367-92",367,92,2024,8,0.68140594,92287,11,7,2,3,1,7,11,2,2,5,4,4,4,3,2,1,4,1,2,5,3,2,5,4,2,5,2,3,5,6,1,1,3,3,2,6,5,5,6,2,1,1,4,1,3,1,2,2,1,-8,4,1,4,3,3,3,2,1,1,3,3,1,5,8,9,5,4,2,4,2,4,2,1,2,1,3,3,3,2,1,6,1,1,7,1,5,1,1,1,1,1,3,1,1,1,2,3,2,1,4,2,8,10,2,5,2,4,4,4,1,2,3,2,4,2,4,1,4,1,1,4,1,1,5,15,15,1,1,NA,7,11,8,3,3,1,3,1,71,1,2,NA,1,1,1,2,2,1,NA,7,1
"368","368-92",368,92,2024,8,1.57582952,92088,12,8,1,1,3,2,7,3,2,10,5,5,5,5,5,1,3,2,2,8,3,6,2,3,2,3,6,3,6,4,6,4,3,4,4,4,4,6,4,4,4,1,2,2,3,1,2,2,2,3,4,2,2,1,2,2,1,1,1,3,3,2,8,10,10,1,2,2,4,2,2,2,2,3,3,3,3,3,2,1,3,2,1,1,7,2,1,1,2,1,1,2,2,2,1,1,1,3,1,5,3,5,10,5,3,1,3,3,4,5,1,5,1,1,1,1,3,2,1,3,4,2,1,4,10,NA,1,2,NA,8,9,5,3,2,4,4,2,38,8,2,NA,1,2,1,2,8,2,8,1,7
"369","369-92",369,92,2024,8,0.91682712,92086,12,8,1,3,14,3,2,2,3,9,4,-7,5,5,4,3,5,2,2,4,3,3,3,3,3,2,3,2,6,3,3,6,3,2,3,3,3,2,3,6,2,3,3,2,4,3,3,3,2,3,3,2,3,3,2,3,3,2,2,4,2,1,8,7,6,3,3,1,1,2,2,2,2,2,1,2,2,1,1,2,5,4,2,3,1,2,2,3,3,4,4,2,3,2,3,1,1,4,2,3,2,6,5,8,1,2,4,3,4,1,2,5,3,3,3,2,2,3,2,3,2,2,2,3,9,NA,1,1,NA,2,7,5,2,3,2,4,2,34,1,2,NA,1,3,6,2,8,1,NA,1,4
"370","370-92",370,92,2024,8,0.24746802,92055,6,5,1,4,26,7,1,4,1,5,5,-7,4,-7,2,2,-8,1,1,3,4,6,6,3,3,6,6,4,6,6,6,6,6,6,1,3,6,6,6,6,6,1,3,1,4,3,4,2,3,3,4,1,3,-8,4,1,4,1,1,2,1,1,5,6,4,2,2,5,1,2,2,2,1,4,2,3,1,1,2,1,3,1,1,5,1,7,1,1,2,3,3,2,1,3,2,2,2,2,1,4,2,10,5,5,5,2,4,4,4,4,2,4,2,2,2,1,1,1,1,4,2,3,4,5,15,15,2,NA,1,1,2,3,4,1,5,4,2,80,1,2,NA,1,4,8,2,2,1,NA,7,1
"371","371-92",371,92,2024,8,1.000346,92059,6,5,1,3,9,10,3,2,2,9,5,5,5,-7,3,2,4,2,2,-8,2,6,6,3,3,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,3,-8,4,4,3,-8,3,2,3,3,4,4,3,-8,4,4,4,-8,3,3,3,4,5,5,3,3,1,4,2,2,2,2,1,3,1,2,1,2,1,3,2,1,1,7,5,1,3,3,4,3,-8,2,-8,2,2,2,2,2,2,3,6,5,4,1,2,2,3,4,2,2,4,2,1,2,1,1,1,1,-89,-89,2,2,5,15,15,1,1,NA,3,9,8,3,-8,3,3,2,65,1,2,NA,1,3,1,2,4,2,4,1,2
"372","372-92",372,92,2024,8,0.35265043,92055,6,5,1,4,1,7,10,1,3,5,4,5,4,-7,2,4,3,2,2,7,3,6,5,3,4,6,6,2,1,4,6,6,6,6,6,2,6,6,2,6,6,3,3,2,4,4,1,3,2,3,4,2,3,4,4,3,4,2,3,3,4,3,7,10,10,1,2,2,4,1,2,5,2,4,2,1,2,1,2,1,4,4,3,1,4,5,1,1,4,4,3,3,3,2,1,1,2,4,2,2,1,9,6,8,3,2,5,5,4,2,1,5,4,1,2,2,1,3,2,3,2,4,1,4,-8,5,1,1,NA,2,3,5,2,1,3,4,2,56,1,2,NA,1,3,2,2,1,1,NA,7,2
"373","373-92",373,92,2024,8,0.31398234,92055,6,5,1,3,3,9,5,2,2,5,4,-7,5,4,3,2,3,2,2,5,3,6,6,6,3,6,6,4,6,4,6,6,6,3,1,3,6,6,3,3,2,2,2,2,4,4,2,3,1,2,1,1,4,4,3,3,3,1,1,3,4,1,3,7,5,4,4,2,4,2,2,2,3,3,3,1,2,4,2,1,4,2,2,1,5,2,1,2,3,3,1,1,3,1,2,1,3,2,3,2,2,7,6,8,8,2,3,3,4,1,3,4,2,1,2,1,1,1,1,1,1,2,1,4,19,NA,1,1,NA,8,2,5,2,2,1,3,2,37,14,2,NA,1,2,7,1,7,1,NA,7,2
"374","374-92",374,92,2024,8,1.55871022,92195,20,13,1,1,3,1,10,3,2,7,3,5,5,1,3,3,5,2,2,-8,3,6,4,4,4,4,6,3,6,3,6,6,6,3,1,4,5,6,3,5,2,3,-8,1,4,3,3,3,2,3,1,2,3,3,3,3,4,2,2,3,4,1,8,8,5,5,5,2,4,2,2,1,3,4,4,4,4,4,1,9,8,3,3,1,4,3,1,3,3,3,-8,4,3,4,3,2,2,5,1,1,2,6,5,0,8,2,4,5,2,2,4,4,5,2,2,4,2,4,4,4,4,4,4,4,15,15,1,1,NA,8,9,7,4,3,2,4,1,61,1,2,NA,1,3,1,2,8,1,NA,3,7
"375","375-92",375,92,2024,8,0.38967755,92195,20,13,1,3,14,2,9,2,3,10,5,-7,-7,5,1,4,5,3,2,10,1,6,6,2,1,6,6,1,6,6,6,6,6,6,4,4,2,6,6,6,6,4,4,4,4,4,4,2,1,2,4,1,3,4,4,3,4,1,1,3,4,2,10,10,10,4,2,2,-7,1,5,1,3,1,1,1,1,1,2,9,8,4,4,2,7,5,1,4,4,4,4,4,4,4,4,1,1,1,-89,1,1,10,0,0,10,5,5,1,4,1,1,5,1,5,1,4,4,4,4,4,4,1,1,5,15,15,2,NA,2,3,5,8,4,2,5,5,1,57,1,1,5,2,NA,7,2,1,1,NA,2,5
"376","376-92",376,92,2024,8,0.47575892,92055,6,5,1,3,10,3,2,4,2,8,4,5,5,4,4,3,3,2,1,4,4,6,5,4,4,6,6,4,6,4,6,6,6,5,4,4,5,6,6,6,6,2,2,1,3,3,3,4,2,4,2,1,2,2,1,3,4,3,2,4,3,3,6,8,8,4,1,3,4,2,2,2,3,3,2,1,4,2,1,1,8,1,1,9,1,5,1,3,3,3,3,3,2,2,1,4,2,2,2,2,2,8,5,7,4,1,2,2,4,1,1,4,2,2,1,1,2,1,1,2,2,1,2,4,1,NA,1,1,NA,8,5,3,1,3,3,3,1,56,1,1,5,1,1,2,2,1,1,NA,1,5
