"","id_bu","id_bu_encuesta","encuesta","encuesta_a","encuesta_m","pond","secu","estrato","region_3","zona_u_r","gse","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","bienestar_2","bienestar_7_a","bienestar_7_d","bienestar_7_f","bienestar_7_g","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_gz","eval_act_pol_1_gy","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_fo","eval_act_pol_1_co","eval_act_pol_1_hc","eval_act_pol_1_gq","eval_act_pol_1_gw","eval_act_pol_1_gx","eval_act_pol_1_ha","eval_act_pol_1_gu","eval_act_pol_1_dv","eval_act_pol_1_ae","eval_act_pol_1_em","eval_act_pol_1_ep","eval_act_pol_1_en","eval_act_pol_1_hb","eval_act_pol_1_fw","confianza_6_a","confianza_6_b","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","confianza_6_ac","democracia_21","pobreza_62","democracia_19","religion_63","religion_81_b","religion_81_a","mtf_66","mtf_53","mtf_45_d","mtf_45_h","mtf_45_k","religion_14","religion_15_b","religion_15_c","religion_15_d","religion_15_e","religion_15_f","religion_64","religion_82","religion_2","religion_91","religion_86","religion_88_a","religion_88_b","religion_88_c","religion_89","confianza_16_a","confianza_16_b","confianza_16_c","confianza_16_d","confianza_16_e","confianza_16_f","confianza_16_g","confianza_16_h","religion_31_a","religion_31_b","religion_31_c","religion_32_b","religion_33_a","religion_33_b","religion_90_a","religion_90_b","religion_90_c","religion_90_d","religion_71_a","religion_71_b","religion_72_b","religion_67","religion_39_g","religion_39_c","religion_39_d","religion_59_b","religion_59_c","religion_59_e","religion_37_a","religion_37_b","religion_37_c","religion_37_d","religion_37_g","religion_37_e","religion_75_d","religion_75_e","interes_pol_1_b","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b_2","municipio_17_a","municipio_17_b","municipio_17_c","elec_muni_17","elec_muni_14_d","estallido_5","estallido_17","sexo","edad","info_enc_59_2","info_enc_58","info_enc_30_b","info_enc_8","mtf_60","estado_civil_g","info_enc_61","esc_nivel_1_c","info_enc_57","info_hogar_28_c","info_enc_62","salud_5_b"
"820","820-92",820,92,2024,8,0.42856651,92108,12,8,1,4,1,3,6,2,1,4,4,-7,-7,4,3,3,4,2,-9,-8,4,6,6,4,4,6,6,4,6,4,6,6,6,6,2,4,6,6,6,6,6,1,3,1,4,4,3,3,1,4,4,1,3,4,4,3,3,3,3,3,3,3,5,10,8,2,2,3,-7,2,2,2,3,1,1,3,1,2,2,1,6,1,1,1,5,4,1,3,3,3,3,4,3,4,3,2,2,2,2,2,2,6,8,5,5,2,2,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,3,5,15,15,2,NA,3,8,4,3,4,3,5,4,2,60,1,2,NA,2,NA,8,2,4,1,NA,2,1
"821","821-92",821,92,2024,8,0.22651878,92236,20,13,1,4,5,16,3,2,2,5,2,4,4,-7,2,4,5,3,-8,5,6,6,-8,2,2,6,6,2,6,6,6,6,6,6,3,3,6,6,6,6,6,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,5,7,4,4,1,1,2,4,4,2,1,3,4,3,3,3,2,8,4,2,1,7,3,2,4,3,4,4,4,4,3,4,4,4,2,4,2,2,-8,0,5,0,2,4,2,4,3,-89,4,2,2,2,4,1,1,3,4,4,-8,1,5,15,15,1,2,NA,5,8,7,3,4,5,4,2,60,1,1,5,1,1,1,2,4,1,NA,-9,5
"822","822-92",822,92,2024,8,0.63582688,92236,20,13,1,3,3,2,9,3,2,10,4,2,4,-7,3,1,3,1,1,10,4,6,6,2,4,6,-8,4,6,6,6,6,6,6,-8,4,2,6,2,6,-8,3,3,3,4,3,3,3,-8,2,3,3,4,4,3,3,-8,2,3,3,3,3,10,10,10,2,2,2,1,4,2,2,2,3,2,3,2,2,2,9,8,2,4,1,5,3,2,4,4,4,3,4,4,3,3,4,2,2,2,2,4,5,0,0,-8,4,3,4,4,1,1,3,2,2,2,-89,1,4,-89,4,4,1,2,5,15,15,1,1,NA,8,5,2,3,3,5,4,2,68,1,2,NA,1,4,1,2,2,1,NA,10,1
"823","823-92",823,92,2024,8,0.32262519,92236,20,13,1,3,9,1,3,3,1,10,4,-7,5,-7,2,3,5,1,1,1,5,6,5,5,4,5,4,5,6,4,2,2,4,1,1,1,3,6,1,4,2,4,4,3,4,4,4,4,3,3,3,1,1,4,3,3,3,2,1,4,4,1,1,10,1,2,2,2,2,1,3,3,2,2,1,2,3,2,2,1,8,2,3,1,3,5,1,3,4,4,3,4,3,4,3,2,2,2,2,2,3,5,0,5,10,4,2,4,4,2,2,4,2,2,2,3,2,2,2,3,2,1,2,4,25,NA,1,1,NA,9,7,1,3,1,4,1,1,72,1,2,NA,1,2,7,2,3,1,NA,10,3
"824","824-92",824,92,2024,8,1.29050075,92236,20,13,1,4,3,1,10,1,3,10,4,-7,4,-7,3,3,4,3,1,5,4,-8,-8,4,-8,-8,-8,4,-8,-8,-8,-8,6,-8,6,-8,-8,6,-8,-8,6,3,4,4,4,3,-8,4,3,4,4,1,3,4,4,3,4,3,4,4,4,2,5,3,4,2,2,2,4,4,2,2,3,3,3,3,-8,3,2,1,7,1,1,3,1,5,1,4,4,4,3,4,4,4,4,2,2,2,2,2,2,4,5,0,3,5,2,2,4,5,2,4,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,1,NA,9,8,2,4,4,3,4,1,80,1,2,NA,1,4,7,2,1,1,NA,7,1
"825","825-92",825,92,2024,8,1.69692098,92239,20,13,1,1,2,3,9,2,1,10,4,5,5,5,4,2,5,2,1,5,4,3,2,4,2,5,2,2,3,4,1,2,2,1,1,5,1,3,1,4,1,4,3,4,4,3,3,3,1,3,3,2,3,4,2,4,3,3,1,4,4,1,10,10,9,4,1,3,4,4,1,2,3,4,4,4,4,4,1,9,8,3,3,1,4,2,1,4,4,4,3,4,3,3,2,1,3,1,4,2,1,8,2,2,5,1,3,5,4,1,4,5,3,3,3,1,3,4,3,2,2,1,2,4,15,15,1,1,NA,8,5,6,4,3,2,2,1,58,1,2,NA,1,4,1,2,8,1,NA,10,7
"826","826-92",826,92,2024,8,4.97187978,92238,20,13,1,1,5,8,3,4,3,8,4,-7,-7,5,5,3,3,2,1,7,2,6,2,3,2,4,3,3,6,3,6,6,6,4,2,4,4,6,2,2,3,4,3,2,3,3,2,3,3,4,2,1,3,3,2,2,2,2,1,3,3,1,6,8,4,1,2,2,-7,4,1,1,3,4,4,4,4,4,1,1,6,3,3,3,4,1,1,3,3,3,2,2,2,3,2,3,3,2,4,4,1,7,8,7,8,1,4,5,2,2,4,5,2,1,2,2,3,4,3,4,3,4,2,3,2,NA,2,NA,2,8,5,11,3,2,5,4,1,20,1,2,NA,2,NA,8,1,7,2,8,4,7
"827","827-92",827,92,2024,8,1.12665826,92252,20,13,1,2,3,10,14,2,3,7,2,-7,-7,1,4,2,3,2,2,5,3,3,6,3,3,6,3,3,6,3,3,6,3,3,4,3,3,3,3,3,3,4,4,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,3,2,5,10,10,4,3,2,-7,1,1,3,3,4,4,4,4,4,2,9,8,3,4,1,2,3,9,4,4,4,4,4,4,4,4,2,2,4,5,4,5,5,5,5,5,4,4,4,4,1,2,4,2,2,2,1,2,1,2,2,1,1,2,3,3,NA,1,-9,NA,2,5,8,3,3,1,3,2,30,1,2,NA,2,NA,8,2,6,1,NA,1,5
"828","828-92",828,92,2024,8,1.20169699,92271,24,15,1,3,26,3,9,2,3,6,5,4,5,3,3,3,4,3,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,-9,-9,-9,-9,3,-9,-8,4,4,5,2,2,1,1,1,1,1,2,9,8,1,1,1,-9,NA,1,4,4,4,3,4,3,3,2,4,4,-9,-89,4,1,1,1,1,1,2,2,4,4,1,4,4,2,2,2,1,1,1,1,1,1,1,1,-9,-9,-9,1,2,NA,-9,NA,NA,-9,-9,2,4,2,30,3,1,3,1,2,1,2,3,-9,-9,-9,-9
"829","829-92",829,92,2024,8,0.76263933,92089,12,8,1,4,9,5,3,1,3,4,5,5,5,-7,2,-8,4,3,2,-8,3,6,6,3,3,6,3,4,6,3,6,6,6,4,3,4,6,6,6,6,6,4,1,2,3,3,3,2,2,4,3,3,3,3,4,3,3,3,-8,3,3,2,5,5,4,5,4,3,4,3,4,2,1,1,1,1,1,1,3,2,1,3,1,1,4,7,2,4,3,4,3,1,3,1,3,3,4,4,4,4,5,10,4,10,2,1,4,4,4,4,2,4,2,2,2,2,1,1,1,3,1,1,2,5,15,15,1,1,NA,8,5,2,3,3,3,5,2,58,1,2,NA,1,3,2,2,1,1,NA,8,1
"830","830-92",830,92,2024,8,0.32937625,92118,14,9,1,4,3,1,26,2,2,10,4,-7,5,2,4,2,5,3,2,10,2,5,6,5,6,4,4,5,6,2,6,6,6,6,6,5,4,6,6,6,6,4,1,1,2,4,-8,3,-8,-8,-8,1,4,4,1,1,3,1,1,4,4,1,1,10,5,2,2,3,1,2,2,2,1,2,1,3,1,1,3,2,2,1,1,1,3,7,1,4,4,4,4,1,4,1,4,2,2,2,2,2,2,10,-8,10,-8,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,15,15,1,2,NA,11,6,3,4,2,5,2,1,72,1,2,NA,1,2,6,2,1,1,NA,7,5
"831","831-92",831,92,2024,8,1.57222843,92271,24,15,1,3,11,17,6,3,3,7,3,-7,-7,5,3,2,4,3,3,5,2,6,6,6,4,6,6,4,6,6,3,6,6,3,4,6,6,6,6,6,6,3,3,2,4,3,2,2,2,2,4,1,3,3,3,2,3,1,2,3,3,2,6,7,10,3,2,3,-7,4,4,2,2,4,1,3,4,4,2,10,8,2,4,2,3,5,2,2,4,3,3,4,2,4,3,2,2,4,1,3,2,3,1,7,5,3,2,4,2,4,4,3,1,1,1,2,2,2,2,3,2,3,2,5,24,NA,1,1,NA,4,9,8,3,4,3,3,1,23,1,1,3,2,NA,8,2,7,2,-8,3,5
"832","832-92",832,92,2024,8,0.91227815,92089,12,8,1,3,3,9,1,3,3,8,4,4,5,-7,3,3,3,3,1,5,5,6,3,6,4,2,6,4,6,3,3,6,6,6,2,2,6,6,6,3,3,3,2,3,4,3,2,3,2,1,2,2,4,3,4,2,3,1,2,3,3,3,10,10,5,3,4,2,1,2,2,3,3,3,4,3,4,4,1,2,5,2,2,1,5,9,1,3,3,4,3,3,3,2,3,2,1,4,1,2,2,5,4,6,1,2,4,3,4,2,3,4,2,1,2,1,2,1,2,2,1,1,1,4,17,NA,1,1,NA,7,8,2,3,3,1,1,2,28,1,1,5,1,1,2,2,4,1,NA,8,2
"833","833-92",833,92,2024,8,1.43892825,92144,20,13,1,3,10,6,5,2,2,10,4,3,4,4,3,3,4,2,2,1,2,6,4,2,4,2,6,4,6,2,6,6,6,6,2,4,4,6,2,6,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,10,1,3,2,2,1,2,2,2,3,4,3,3,3,4,1,1,8,3,3,1,3,4,1,4,4,4,4,4,3,4,3,1,1,2,4,2,2,0,0,0,5,2,4,4,4,1,4,4,3,3,3,2,2,2,2,2,2,2,2,4,15,1,1,1,NA,5,8,2,4,5,1,2,2,57,1,2,NA,1,2,1,2,6,1,NA,1,3
"834","834-92",834,92,2024,8,2.3792783,92228,20,13,1,2,1,3,9,2,3,6,5,5,5,5,3,3,3,3,1,-8,4,6,3,4,4,6,-8,4,6,4,6,6,6,4,2,5,3,6,4,6,4,3,3,3,3,3,-8,3,-8,3,-8,2,2,3,2,3,3,2,2,3,4,1,10,7,7,2,4,1,4,2,1,1,3,2,2,2,2,2,2,1,8,3,1,2,1,5,1,4,4,4,4,4,4,4,2,1,1,-8,1,4,4,5,5,5,5,2,4,5,4,2,4,5,3,3,3,1,1,1,1,1,1,1,1,4,15,15,1,1,NA,1,7,5,4,-8,1,3,2,32,1,1,5,1,1,2,2,6,2,4,7,4
"835","835-92",835,92,2024,8,2.39747338,92228,20,13,1,4,3,5,10,2,3,10,3,5,5,-7,3,3,-9,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,4,3,-9,4,-8,3,-8,3,-8,2,-9,4,3,3,-8,2,-8,4,4,3,9,10,3,3,2,1,2,2,2,2,2,1,1,1,1,1,2,9,8,3,4,1,2,5,1,4,4,4,4,4,4,4,4,2,-89,2,3,-89,1,5,5,5,5,2,2,4,4,1,2,4,2,2,-8,4,2,2,4,-89,4,4,4,5,15,15,1,1,NA,8,7,9,4,3,1,2,2,26,1,2,NA,1,2,1,2,3,1,NA,8,1
"836","836-92",836,92,2024,8,1.90304258,92228,20,13,1,3,1,5,10,4,2,10,5,-7,5,-7,4,3,2,1,1,3,5,6,4,4,4,-9,4,5,6,-8,-8,-8,4,4,-9,-9,3,5,2,-8,2,3,3,2,3,3,2,2,2,-8,2,2,2,3,2,2,3,2,2,2,3,1,7,6,9,4,4,2,2,1,1,1,3,4,4,4,4,4,1,10,8,4,3,1,5,4,1,3,3,3,3,3,3,3,2,2,2,4,2,3,3,5,5,5,5,3,4,5,4,1,4,5,2,2,2,4,4,2,2,1,4,4,1,5,15,15,1,1,NA,1,5,7,4,3,1,3,1,65,1,2,NA,1,3,7,2,4,1,NA,7,7
"837","837-92",837,92,2024,8,1.81304486,92039,6,5,1,3,1,2,3,2,3,5,4,4,4,2,3,4,5,3,2,6,2,6,6,3,2,6,2,3,6,6,6,6,6,6,4,4,3,6,5,6,3,2,2,2,3,3,3,3,2,4,3,2,3,4,3,3,3,2,3,3,4,2,6,7,6,-8,4,2,4,2,4,4,2,3,4,1,3,1,1,1,3,2,2,5,1,6,1,3,3,4,3,4,3,2,3,2,2,2,2,2,2,5,5,5,2,2,2,4,4,4,4,2,2,3,3,2,2,2,3,2,2,2,3,5,15,15,1,4,NA,1,2,4,3,2,5,3,1,76,1,2,NA,1,2,1,2,3,1,NA,7,2
"838","838-92",838,92,2024,8,0.41495171,92118,14,9,1,3,5,9,6,3,2,10,2,5,5,-7,4,2,5,2,2,6,2,4,6,4,4,6,6,5,4,4,6,6,6,6,4,4,6,4,4,6,6,2,1,1,3,2,2,1,2,3,2,1,3,4,2,2,1,2,2,2,2,2,9,7,10,1,1,2,2,2,2,4,2,1,1,1,1,1,2,1,6,1,1,3,5,9,1,3,2,3,2,2,2,2,2,2,2,4,4,4,4,10,10,10,10,4,4,2,4,2,2,4,2,2,2,1,1,1,1,1,1,1,1,4,17,NA,2,NA,2,3,7,2,3,3,5,5,2,29,1,1,5,1,2,1,2,2,2,3,1,1
"839","839-92",839,92,2024,8,1.6155998,92144,20,13,1,3,3,7,10,2,3,10,4,-7,4,-7,4,3,5,3,2,-9,2,6,2,1,2,6,6,2,6,6,6,6,6,4,2,5,6,6,2,4,2,4,4,2,4,4,-8,1,-8,-9,-8,2,4,4,-8,4,4,-8,4,4,-8,1,10,10,-8,3,4,2,1,2,2,2,2,2,1,-8,3,1,1,9,7,4,4,1,3,5,1,4,4,4,2,4,4,4,1,2,2,2,2,2,2,5,5,5,5,2,-8,4,4,1,4,4,4,2,2,1,1,4,-89,-89,1,1,1,5,15,15,2,NA,2,1,6,7,4,3,5,5,2,81,1,2,NA,1,4,7,2,2,2,4,1,5
"840","840-92",840,92,2024,8,0.81977219,92144,20,13,1,3,13,3,16,2,2,4,4,2,-7,-7,2,5,5,3,2,10,2,6,-8,4,1,2,4,4,6,2,6,2,2,2,2,4,4,6,2,2,6,1,3,3,4,4,4,4,3,4,4,2,4,4,4,4,4,1,4,3,4,-8,4,6,6,4,-8,1,-7,2,2,2,3,3,1,2,4,1,1,1,2,3,2,3,-8,NA,-8,-9,1,4,4,-8,-8,1,-8,2,2,4,4,2,2,5,10,5,-8,4,4,2,4,2,2,4,2,2,2,4,4,4,4,4,4,-8,4,5,15,15,2,NA,5,8,10,-8,4,-8,5,5,1,68,1,1,5,2,NA,8,2,1,1,NA,7,5
"841","841-92",841,92,2024,8,1.2746731,92117,14,9,1,3,1,10,5,3,-8,8,4,5,-7,3,3,1,-8,1,3,-9,3,6,6,6,3,6,6,3,6,6,6,6,6,6,2,3,6,6,6,6,6,4,2,4,4,3,3,4,2,3,2,4,3,3,3,2,3,3,2,3,3,1,7,6,5,4,3,2,-7,1,1,2,3,3,4,3,4,3,2,11,8,3,3,1,4,6,2,4,4,4,3,2,4,4,3,3,3,2,4,2,1,5,4,7,5,2,4,4,4,1,4,4,3,2,2,2,2,2,1,4,3,2,3,5,15,15,2,NA,1,2,7,3,4,4,1,3,2,23,1,2,NA,2,NA,8,2,4,1,NA,3,3
"842","842-92",842,92,2024,8,0.45267731,92089,12,8,1,3,9,3,11,3,2,9,5,3,5,5,3,2,3,2,3,5,3,6,6,3,3,6,6,3,6,3,6,6,6,6,3,6,6,6,3,6,6,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,10,10,10,2,2,3,1,2,3,3,2,1,1,1,1,1,2,1,8,4,2,1,4,3,1,4,4,2,2,2,2,4,2,1,1,1,1,1,1,5,5,5,5,2,2,4,4,2,2,4,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,2,NA,7,8,2,4,-8,2,3,2,39,1,2,NA,1,3,5,2,4,1,NA,1,2
"843","843-92",843,92,2024,8,2.11640719,92117,14,9,1,3,2,4,5,2,3,4,3,4,5,2,3,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,3,4,3,4,4,4,3,3,4,4,3,4,4,2,1,-9,1,5,5,9,4,5,2,1,3,4,4,4,4,4,2,9,8,4,4,1,8,4,9,4,4,4,4,4,4,4,4,1,1,4,5,1,1,1,1,1,10,5,4,5,1,5,5,3,5,5,5,3,4,4,4,3,4,2,3,1,15,15,1,1,NA,5,11,10,3,4,1,1,1,36,14,2,NA,1,1,8,1,6,1,NA,1,5
"844","844-92",844,92,2024,8,0.83175192,92172,20,13,1,3,1,3,10,2,3,8,4,4,4,3,3,3,3,3,2,-8,3,6,6,3,6,6,6,3,6,6,6,6,6,3,3,3,4,6,6,6,6,3,3,2,4,2,2,4,3,2,2,3,3,3,2,3,3,3,2,3,2,2,5,7,7,2,1,2,1,1,1,1,2,1,1,1,1,1,3,2,3,3,1,7,1,3,1,3,3,3,3,1,2,1,3,2,2,3,2,2,2,5,1,10,1,3,3,3,4,1,3,5,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,2,NA,8,5,7,3,3,5,5,2,55,1,2,NA,1,2,1,2,1,1,NA,1,1
"845","845-92",845,92,2024,8,0.38268363,92013,2,2,1,3,3,9,10,3,1,10,5,-7,-7,4,3,2,3,1,1,10,5,6,6,4,4,4,4,5,6,4,6,6,6,1,2,4,6,6,4,6,4,1,-8,1,3,1,1,1,1,-8,3,3,1,2,2,3,1,3,2,1,2,3,10,10,10,2,2,7,4,2,2,2,2,4,4,4,4,4,2,1,1,1,1,1,5,4,1,2,3,3,3,2,1,-8,1,2,2,2,2,2,2,10,10,10,5,2,2,1,4,1,3,4,1,1,1,1,2,1,2,1,3,1,1,4,13,NA,1,1,NA,-9,NA,NA,4,3,5,4,1,79,1,2,NA,2,NA,8,2,1,1,NA,7,1
"846","846-92",846,92,2024,8,0.49151933,92107,12,8,1,3,2,8,11,4,2,8,4,-7,4,4,4,3,2,2,2,5,2,6,6,3,2,6,6,3,6,3,6,6,3,3,3,3,3,3,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,5,5,1,1,3,3,3,2,1,1,1,1,1,2,9,8,4,3,1,4,5,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,5,5,5,5,5,5,3,3,2,4,4,2,2,2,1,1,1,1,1,1,1,1,5,15,15,2,NA,5,2,6,8,4,-8,1,3,2,39,1,2,NA,1,1,8,2,4,1,NA,8,3
"847","847-92",847,92,2024,8,1.12505249,92105,12,8,1,3,1,9,11,3,2,8,4,-7,5,-7,3,3,3,2,1,-8,3,6,6,3,3,6,6,3,3,6,6,6,6,6,4,3,3,6,6,6,6,4,3,3,4,3,2,3,3,3,4,3,4,3,3,4,4,3,4,3,4,3,5,10,8,2,2,2,4,2,4,4,2,1,1,1,1,1,2,1,5,3,2,3,5,1,1,2,2,2,2,3,2,3,2,2,2,2,2,4,2,5,5,5,5,2,4,2,4,1,2,5,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,2,NA,8,3,11,4,2,5,3,2,70,1,2,NA,1,2,7,2,4,1,NA,7,1
"848","848-92",848,92,2024,8,0.56564215,92013,2,2,1,3,3,26,14,3,2,10,5,5,5,4,3,2,3,1,1,6,4,6,2,4,2,4,4,5,6,6,6,6,2,4,4,4,4,6,4,6,6,4,1,1,3,3,3,1,2,3,2,2,2,3,3,3,3,1,2,3,2,1,10,10,10,2,2,1,4,2,4,4,2,1,3,1,1,1,1,2,2,1,1,1,3,7,1,4,4,4,4,1,4,1,4,2,2,2,1,4,4,9,4,10,1,2,4,2,4,1,2,4,2,2,2,1,1,1,1,4,4,4,4,4,24,NA,1,2,NA,7,8,5,1,4,1,3,2,65,1,1,2,1,1,8,2,4,2,2,7,4
"849","849-92",849,92,2024,8,0.45673022,92169,20,13,1,4,10,6,7,2,3,8,3,4,4,4,4,3,4,2,2,-8,6,6,6,3,2,6,6,3,6,6,3,3,6,6,3,3,3,6,3,6,-8,3,1,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,7,10,5,2,2,2,4,1,5,2,1,1,1,1,1,1,1,2,8,3,1,1,5,4,2,3,3,4,4,3,4,1,4,-89,2,2,2,2,2,5,4,8,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,-8,5,15,15,1,1,NA,7,3,1,2,2,1,2,1,66,1,2,NA,1,2,1,2,3,1,NA,1,1
"850","850-92",850,92,2024,8,0.41587596,92172,20,13,1,4,1,26,10,2,2,6,4,4,4,4,3,2,3,2,2,6,2,6,6,6,6,6,6,3,6,6,3,6,6,6,4,4,3,6,6,6,6,3,3,2,3,4,3,3,3,3,4,2,3,4,3,4,3,2,3,4,4,3,10,6,2,1,1,2,4,4,4,3,2,2,2,1,1,1,1,2,8,4,3,1,2,5,1,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,4,4,2,3,4,2,2,2,1,1,1,1,1,1,1,1,5,15,15,1,1,NA,8,2,3,4,5,5,5,2,56,1,2,NA,1,4,1,2,2,1,NA,1,1
"851","851-92",851,92,2024,8,0.47845007,92013,2,2,1,2,13,3,11,2,1,8,3,5,5,2,2,4,5,3,2,3,1,3,6,6,2,6,6,3,6,4,6,6,6,3,5,3,6,6,6,5,6,1,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,1,4,4,3,2,10,10,10,2,2,3,1,1,1,5,2,4,2,4,4,4,3,1,2,1,1,5,3,7,1,1,1,1,1,3,3,3,1,2,1,2,2,2,1,5,10,5,0,2,2,2,4,1,4,5,1,1,1,1,1,1,1,1,1,3,1,1,17,NA,1,2,NA,8,3,2,1,2,1,5,2,44,3,2,NA,1,2,2,2,5,1,NA,1,3
"852","852-92",852,92,2024,8,0.73819195,92231,20,13,1,3,26,3,10,2,2,8,3,2,5,5,3,3,5,2,2,-8,1,6,2,2,1,2,2,4,2,6,2,2,2,2,1,1,2,6,2,2,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,10,5,1,4,1,1,4,2,2,4,1,1,1,1,1,1,2,9,8,4,4,1,5,4,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,0,0,0,0,2,5,4,4,2,4,4,2,4,2,1,1,1,4,4,4,1,2,5,15,15,1,1,NA,2,3,8,4,3,5,3,2,50,1,2,NA,1,3,1,1,4,1,NA,1,4
"853","853-92",853,92,2024,8,0.33441954,92231,20,13,1,3,3,10,7,2,3,10,5,-7,5,5,4,3,4,2,1,-8,5,6,4,4,4,6,6,4,6,6,6,6,6,4,6,4,4,6,6,6,6,3,4,3,4,4,3,3,1,4,-8,1,3,4,4,4,4,1,1,4,4,2,1,10,6,2,4,2,1,4,1,2,3,4,1,1,1,4,1,1,8,3,1,1,5,3,1,4,1,3,1,4,1,4,1,2,2,2,2,4,2,10,10,0,-8,2,4,2,4,2,4,4,2,2,2,1,1,2,1,2,1,1,4,5,15,15,1,1,NA,5,6,9,1,3,5,3,2,72,1,2,NA,1,2,7,2,3,1,NA,7,2
"854","854-92",854,92,2024,8,0.96438568,92231,20,13,1,4,1,3,7,2,2,1,5,-7,-7,1,1,5,5,2,2,-8,6,6,6,4,4,6,6,4,6,6,6,6,6,6,6,4,6,6,4,6,6,4,1,1,4,1,4,4,3,4,4,1,4,4,4,4,4,4,1,4,4,1,1,10,10,2,2,5,-7,4,4,5,1,1,1,1,1,1,3,2,8,1,1,1,5,7,1,4,4,4,4,3,4,1,4,2,2,2,2,2,2,0,0,10,0,2,4,5,4,2,2,4,2,2,2,1,1,1,4,4,4,-8,4,5,15,15,2,NA,5,5,8,9,4,4,5,5,1,63,1,2,NA,2,NA,8,2,1,1,NA,3,5
"855","855-92",855,92,2024,8,1.4763839,92231,20,13,1,3,9,26,10,3,3,10,3,-8,5,3,3,4,4,2,2,5,2,6,6,6,2,6,6,4,6,6,6,6,6,4,4,4,6,6,4,6,4,4,4,1,4,4,3,3,3,3,1,3,4,4,3,4,4,1,1,4,4,2,10,10,10,2,2,2,1,1,1,1,3,1,1,1,1,1,2,2,8,4,1,1,4,5,1,4,4,4,4,4,4,3,4,2,3,2,2,2,2,10,0,5,0,1,4,4,4,2,2,2,2,2,2,4,1,1,1,1,1,1,1,5,-8,15,1,2,NA,2,6,1,1,1,3,5,2,47,1,2,NA,1,4,6,2,2,1,NA,3,1
"856","856-92",856,92,2024,8,0.85509884,92231,20,13,1,3,9,3,17,3,1,6,3,-7,5,4,3,2,3,1,1,-8,4,6,6,4,4,6,6,4,6,6,6,6,6,6,2,4,6,6,6,6,6,4,2,1,3,3,2,4,-8,3,-8,3,3,4,2,2,3,2,2,4,3,2,10,10,1,4,2,1,1,2,4,4,2,4,-8,4,4,1,2,2,5,1,3,1,4,5,2,4,4,4,4,3,4,2,4,2,2,2,4,2,2,5,0,5,5,2,4,4,4,2,4,4,2,2,2,1,1,2,2,4,4,1,1,3,15,15,1,1,NA,11,9,8,4,3,3,2,2,28,1,2,NA,1,1,8,2,7,1,NA,1,2
"857","857-92",857,92,2024,8,0.69168278,92216,20,13,1,3,1,10,3,2,3,5,2,5,5,2,3,3,5,2,3,-8,4,6,3,3,3,2,3,3,6,3,6,6,3,1,1,3,3,6,2,5,1,4,3,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,4,3,10,10,1,1,1,2,4,2,1,1,2,4,1,1,4,4,1,1,4,4,1,1,3,5,2,3,4,3,4,3,3,3,3,2,1,2,2,2,2,10,5,5,0,1,2,4,4,1,2,3,4,2,2,1,1,1,1,1,2,2,3,5,15,15,1,1,NA,2,4,8,4,5,5,4,1,65,1,2,NA,1,2,1,2,4,1,NA,1,2
